video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=GVUmL_w6q4U&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@StudyGlows,Study Glows,Donald Trump wins 2024 New Hampshire primary - US Presidential Election 2024,5.1K,18 hours,"Election Insight: Trump's Resounding Victory in New Hampshire Primary! In a major political development, Donald Trump ...",2024-01-26 00:31:39.281899
/watch?v=pagcQv4IPGI&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@facethenation,Face the Nation,Breaking down Ron DeSantis' decision to exit 2024 presidential race,42K,3 days,Florida Governor Ron DeSantis has dropped out of the 2024 Republican presidential race ahead of the New Hampshire primary.,2024-01-26 00:31:39.283220
/watch?v=R4C2zC9R5oo&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@Foxla,FOX 11 Los Angeles,Trump fighting to stay in Colorado ballot for 2024 Presidential Election,66K,3 weeks,Former President Donald Trump is making his appeal in hopes of remaining on the Colorado ballot for the 2024 election.,2024-01-26 00:31:39.284587
/watch?v=BaDgkU0qGqU&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@WION,WION,US Presidential Election 2024: What made Vivek Ramaswamy drop out of the White House race? | WION,7.9K,9 days,"Vivek Ramaswamy, a multi-millionaire former biotech executive, ended his White House bid on Monday. Ramaswamy is now ...",2024-01-26 00:31:47.390223
/watch?v=3BDqfqt9OQU&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@telegraph,The Telegraph,America's presidential primaries: How candidates are chosen | Explainer,97K,1 month,"With less than a year to go before the next presidential election on November 5, 2024, candidates are already jostling for their ...",2024-01-26 00:31:47.392173
/watch?v=gCG52EeOv38&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@InsiderNews,Insider News,"How States Voted In Every Presidential Election, From George Washington To Donald Trump",3.7M,3 years,"The United States has had 45 presidents since 1789. New parties have come and gone, new states expanded the map. Here's the ...",2024-01-26 00:31:47.394183
/watch?v=uLfuJ8cyrvs&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@WION,WION,US: Donald Trump mocks Nikki Haley’s first name | US Presidential Election 2024 | WION News,21K,5 days,Donald Trump used his social media platform Friday to mock Nikki Haley's birth name. The attack comes four days before the New ...,2024-01-26 00:31:47.395500
/watch?v=C-kah_T5wIo&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@Foxla,FOX 11 Los Angeles,"Ron DeSantis ends 2024 presidential campaign, endorses Trump",20K,3 days,Florida Gov. Ron DeSantis is ending his campaign for president. DeSantis made the announcement just days before the New ...,2024-01-26 00:31:47.396913
/watch?v=oDskDcZdUXo&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@fox4news,FOX 4 Dallas-Fort Worth,Election 2024: New Hampshire Primary Preview,19K,3 days,... Ron DeSantis dropped out of the presidential race. DeSantis threw his support behind Trump after suspending his campaign.,2024-01-26 00:31:47.398349
/watch?v=gPm869i4psM&pp=ygUVcHJlc2lkZW50aWFsIGVsZWN0aW9u,/@Fox10Phoenix,FOX 10 Phoenix,Trump wins GOP presidential caucuses in Iowa,79K,9 days,"Trump has won Iowa's leadoff presidential caucuses, giving him a strong start in the race for the 2024 Republican nomination.",2024-01-26 00:31:47.399843
